64,á
65,â
66,ã
67,à
68,é
69,ê
70,í
71,ó
72,ô
73,õ
74,ú
75,ç
76,Á
77,Â
78,Ã
79,À
80,É
81,Ê
82,Í
83,Ó
84,Ô
85,Õ
86,Ú
87,Ç
